english_canonical,devanagari,main_id,main_name_np,main_name_en,sub_id,sub_name_np,sub_name_en,variations,confidence,notes
BALMAPAKI,बाल्मापाकि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAM,बाम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAMANU,बामानु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAMJAN,बाम्जान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAMMA,बाम्मा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAN,बन,1,खस-आर्य,Khas-Arya,104,सन्यासी/दशनामी,Sanyasi/Dashnami,"Ban",high,"Sanyasi"
BANA,बाना,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANDA,बान्दा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANDARI,बान्दाऋ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANDHU,बान्धु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANDU,बान्दु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANEPALI,बानेपालि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANERJEE,बानेर्जी,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANGA,बाङा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANIA,बानिअ,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANIYA,बनिया,7,अन्य सामाजिक समूह,Other Social Groups,701,मारवाडी/बनिया,Marwadi/Bania,"Baniya",high,"Marwadi business"
BANJADAY,बान्जादाय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANJADE,बान्जादे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANJADEY,बान्जादेय,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANJANKAR,बान्जान्कार,5,नेवार,Newar,503,निम्न नेवार,Lower Newar,"",medium,"Suffix pattern: -kar"
BANJAR,बान्जार,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANJARA,बान्जारा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANKA,बान्का,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANMALI,बान्मालि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANSAL,बान्साल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANSALI,बान्सालि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANSET,बान्सेत,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANSKOTA,बान्स्कोता,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANSTOLA,बान्स्तोला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANTAWA,बान्तवा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANTHA,बान्था,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANTWA,बान्त्वा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BANU,बानु,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BAPHANA,बाफाना,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAHI,बाराहि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAI,बारै,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAILY,बारैल्य,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAKOTI,बाराकोति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAL,बराल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"Baral",high,"Hill Bahun"
BARALI,बारालि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAM,बाराम,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARAMLE,बाराम्ले,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARANAWAL,बारानावाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BARANWAL,बारान्वाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BARDEWA,बार्देवा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARINI,बाऋनि,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARIYA,बाऋया,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARIYAIT,बाऋयैत,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARIYATI,बाऋयाति,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARJACHARYA,बार्जाचार्या,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",medium,"Suffix pattern: -acharya"
BARMA,बार्मा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARMASHAKHA,बार्माशाखा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARME,बार्मे,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARMECHA,बार्मेचा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARNAWAL,बार्नावाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BARNWAL,बार्न्वाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BARTAULA,बार्तौला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARUN,बारुन,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARUWA,बारुवा,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BARUWAL,बारुवाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BARWAL,बार्वाल,1,खस-आर्य,Khas-Arya,101,बाहुन,Brahmin (Bahun),"",low,"Suffix pattern: -wal"
BASAN,बासान,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BASAULA,बासौला,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BASEL,बासेल,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
BASENT,बासेन्त,7,अन्य सामाजिक समूह,Other Social Groups,704,अनिश्चित,Uncertain,"",low,"Requires manual review"
